"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TC013320",-0.0296356867757278,4.42624370581913,-0.512669052394861,0.608422216183558,0.668542769114835,-7.59167420227547
"TC001356",-0.0162842443995764,4.7788408348312,-0.627361156576463,0.530725310313919,0.597227145590593,-7.59185054207409
"TC010773",-0.0336314614763002,7.68748753929357,-0.822427315725382,0.411248226105806,0.480234886744131,-7.5918728333133
"TC007534",-0.0154994755613993,4.61342984527408,-0.577049929349335,0.564180321871006,0.62795042664441,-7.5925562939496
"TC007093",0.0160744165260069,6.63390605852362,0.855640937627206,0.39262973088617,0.461581398776078,-7.59263655860939
"TC014651",0.0653763753399306,5.95446145418342,0.828887859863672,0.40758603017808,0.476697927691038,-7.59274130835852
"TC005352",0.059245480850403,4.90026022025202,0.659455957299985,0.509924026587257,0.577072325160208,-7.59284310535253
"TC013245",0.0322020573302781,5.71523587235139,0.806040280377255,0.420624759076153,0.489664956360958,-7.59290554115174
"TC000873",-0.0110961454852918,4.24259457337593,-0.430793928953851,0.666814496950617,0.722615087487612,-7.59310149703163
"TC012873",-0.0226677494300164,6.90717179733066,-0.849411785134293,0.396081995237682,0.465004432506083,-7.5932742895367
"TC003073",-0.00937477818856618,3.97167041362624,-0.281446691785121,0.778490919930465,0.819023862035694,-7.59333405393926
"TC009354",0.0393219624620318,5.18858837821005,0.720686287575357,0.471458646527433,0.539861806426552,-7.593409299009
"TC012763",-0.0246970149952964,4.90952719955621,-0.664236563230888,0.506862649116055,0.574399819639093,-7.59370244094669
"TC002408",0.0191267010811268,6.19794975134651,0.84712203114462,0.397355610046688,0.466272397134586,-7.59394311481888
"TC013711",0.0119635069295395,4.24024978764769,0.424607884511466,0.671315655526968,0.726449316157002,-7.59433027792891
"TC007743",0.012047531718943,3.9722512012294,0.267363512980986,0.789305851597127,0.828540173235587,-7.59457721138578
"TC013168",0.0140787961643151,9.83528405179814,0.697979023075624,0.485533360959019,0.553667102171145,-7.59473402370761
"TC011189",0.0184822773086412,5.64707506347777,0.801371356731397,0.423319156511745,0.492278157770466,-7.59514200935896
"TC010795",-0.0384254871203362,5.66489323925887,-0.793603172741688,0.427824500231403,0.496702058834164,-7.59527245598148
"TC007591",0.00716363747720466,3.92758484315862,0.23224683514649,0.816446775113001,0.851443411212839,-7.59591118471148
"TC011435",0.00974585571794794,3.919727907895,0.243050825900931,0.808071411711798,0.844308337706251,-7.59597284008314
"TC010838",-0.0185566393762733,5.57085087565496,-0.787145203986349,0.431591182437714,0.500482601273081,-7.59611078706858
"TC011751",-0.0234904995230218,5.83145081214102,-0.816119062211794,0.414842934241036,0.483729033410612,-7.59624922709153
"TC004505",-0.0188642614177382,4.46219135560093,-0.515251546485989,0.606618019423007,0.666742795282584,-7.59749997963329
"TC004702",-0.0172263083368259,5.60774143209471,-0.791593374046383,0.428994675052856,0.497964614136052,-7.5979015116285
"TC030464",-0.024155805641541,6.55630408253729,-0.847480413219014,0.397156106167114,0.466083705571093,-7.59903274092509
"TC013843",0.0207266807412263,4.13556703583387,0.384579097886197,0.700722167785755,0.752590481284567,-7.59915500815564
"TC001525",0.0138228475560791,5.49072102615034,0.774718237046851,0.438893350116356,0.507741845864676,-7.59970265066065
"TC003825",-0.0144321155123919,5.89612472970656,-0.821696715736571,0.411663600512503,0.48062673203801,-7.60050032918381
"TC005392",-0.0168612800288444,4.86562179016141,-0.638721280522152,0.523313484330774,0.590154910740286,-7.60189753354201
